,Parcel(s),year,Benchmark Status,ENERGY STAR Score,Percent Better than National Median Site EUI,Percent Better than National Median Source EUI,Percentage Better than National Median Source EUI,Reason for Exemption,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Weather Normalized Site EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Building Name,Building Address,Postal Code,Full.Address,Floor Area,Property Type,Property Type - Self Selected,PIM Link,Year Built,Energy Audit Due Date,Energy Audit Status,Previous Year ENERGY STAR Score,Two Years Ago ENERGY STAR Score,Current Year YoY Change,Previous Year YoY Change,Age In Years,Recalculated GHG Emissions Intensity (kgCO2e/ft2),Is Downtown
12054,1068/001J,2014,Complied,1.0,193.6,193.6,,,323.8,354.9,186.9,17.4,323.8,354.9,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,1.0,,0.0,,85.0,17.407096954456552,False
12055,1068/001J,2015,Complied,1.0,184.3,184.3,,,323.2,353.5,186.4,17.4,323.2,353.5,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,1.0,1.0,0.0,0.0,86.0,17.36052901182826,False
12056,1068/001J,2016,Complied,74.0,-29.2,-29.2,,,54.3,88.3,36.4,3.4,56.6,90.8,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,1.0,1.0,73.0,0.0,87.0,3.390146223339853,False
12057,1068/001J,2017,Complied,80.0,-36.8,-36.8,,,40.0,80.3,27.3,2.5,41.3,81.6,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,74.0,1.0,6.0,73.0,88.0,2.5426096675048897,False
12058,1068/001J,2018,Complied,74.0,-23.9,-23.9,,,50.8,85.6,32.4,3.0,51.6,86.4,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,80.0,74.0,-6.0,6.0,89.0,3.0176026823134956,False
12059,1068/001J,2019,Complied,1.0,164.5,,164.5,,282.0,311.2,162.4,15.1,282.0,311.2,2900 GEARY BLVD,2900 GEARY BLVD,94118,"2900 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782135, -122.450417)",10737,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1068/001J,1929.0,2020-04-01T00:00:00.000,Complied,74.0,80.0,-73.0,-6.0,90.0,15.125267765670113,False
12083,1071/001,2013,Complied,13.0,32.2,32.2,,,297.1,663.8,315.9,20.6,290.2,656.6,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,,,,,113.0,22.564285714285713,False
12084,1071/001,2014,Complied,9.0,38.8,38.8,,,287.9,666.0,310.9,20.2,302.9,681.7,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,13.0,,-4.0,,114.0,22.207142857142856,False
12086,1071/001,2016,Violation - Insufficient Data,100.0,-67.9,-67.9,,,152.9,160.6,113.7,8.1,156.8,164.7,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,9.0,13.0,91.0,-4.0,116.0,8.121428571428572,False
12087,1071/001,2017,Complied,79.0,-29.6,-29.6,,,322.6,664.1,285.0,20.4,327.9,669.7,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,100.0,9.0,-21.0,91.0,117.0,20.357142857142858,False
12088,1071/001,2018,Complied,66.0,-15.6,-15.6,,,424.2,792.1,363.5,26.0,422.3,790.2,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,79.0,100.0,-13.0,-21.0,118.0,25.964285714285715,False
12089,1071/001,2019,Complied,85.0,-36.2,,-36.2,,296.8,602.1,261.0,18.6,296.8,602.1,3 MASONIC AVE,3 MASONIC AVE,94118,"3 MASONIC AVE
SAN FRANCISCO, CA 94118
(37.783404, -122.447243)",14000,Commercial,Supermarket/Grocery Store,http://propertymap.sfplanning.org/?&search=1071/001,1900.0,2020-04-01T00:00:00.000,Upcoming,66.0,79.0,19.0,-13.0,119.0,18.642857142857142,False
12099,1073/055,2019,Complied,76.0,-17.4,,-17.4,,23.9,63.3,93.9,1.6,23.9,63.3,John Burton Advocates for Youth Housing Complex,800 PRESIDIO AVE,94115,"800 PRESIDIO AVE
SAN FRANCISCO, CA 94115
(37.784082, -122.446164)",57000,Mixed Residential,Multifamily Housing,http://propertymap.sfplanning.org/?&search=1073/055,1952.0,,,,,,,67.0,1.6473684210526316,False
12109,1075/001,2019,Complied,62.0,-7.9,,-7.9,,59.4,89.7,326.4,3.4,60.2,90.6,Westside Courts,1400 BAKER ST,94115,"1400 BAKER ST
SAN FRANCISCO, CA 94115
(37.784362, -122.44309)",99222,Mixed Residential,Multifamily Housing,http://propertymap.sfplanning.org/?&search=1075/001,1943.0,,,,,,,76.0,3.289593033802987,False
12111,1076/034,2011,Complied,58.0,-11.8,,,,67.5,,439.18,,65.5,,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,,,,,22.0,6.175717861461878,False
12112,1076/034,2012,Complied,63.0,-18.5,,,,61.3,198.0,400.94,,61.3,198.1,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,58.0,,5.0,,23.0,5.637989706668167,False
12113,1076/034,2013,Complied,49.0,0.4,0.5,,,71.0,218.1,438.1,6.2,71.5,220.5,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,63.0,58.0,-14.0,5.0,24.0,6.160530978429001,False
12114,1076/034,2014,Complied,43.0,7.6,7.6,,,75.4,226.9,427.6,6.0,73.1,219.9,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,49.0,63.0,-6.0,-14.0,25.0,6.012880726720477,False
12115,1076/034,2015,Complied,12.0,47.8,47.8,,,74.0,222.9,419.9,5.9,72.9,219.6,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,43.0,49.0,-31.0,-6.0,26.0,5.904603875467559,False
12116,1076/034,2016,Complied,13.0,46.1,46.1,,,74.4,218.5,441.8,6.2,74.4,218.5,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,12.0,43.0,1.0,-31.0,27.0,6.212560114745338,False
12117,1076/034,2017,Complied,12.0,48.8,48.8,,,81.6,228.7,418.9,5.9,81.6,228.7,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,13.0,12.0,-1.0,1.0,28.0,5.890541946733414,False
12118,1076/034,2018,Complied,10.0,54.4,54.4,,,80.7,213.0,395.2,5.6,80.7,213.0,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,12.0,13.0,-2.0,-1.0,29.0,5.557274235734173,False
12119,1076/034,2019,Complied,7.0,72.7,,72.7,,90.7,242.8,446.6,6.3,90.9,243.0,1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,"1635 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.784804, -122.439838)",71114,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1076/034,1989.0,2021-04-01T00:00:00.000,Upcoming,10.0,12.0,-3.0,-2.0,30.0,6.280057372669235,False
12133,1078/034,2013,Complied,1.0,125.9,125.9,,,179.1,358.8,346.8,12.4,179.4,359.1,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,,,,,50.0,12.350867196125218,False
12134,1078/034,2014,Complied,2.0,96.3,96.3,,,135.3,302.0,262.9,9.4,144.2,311.3,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,1.0,,1.0,,51.0,9.362869048043022,False
12135,1078/034,2015,Complied,3.0,,,,,129.8,300.0,256.1,9.1,132.0,302.3,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,2.0,1.0,1.0,1.0,52.0,9.120695181452332,False
12136,1078/034,2016,Complied,1.0,115.9,115.9,,,145.9,329.9,297.4,10.6,146.7,330.8,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,3.0,2.0,-2.0,1.0,53.0,10.591545282951673,False
12137,1078/034,2017,Complied,2.0,105.1,105.1,,,146.7,323.1,270.4,9.6,146.1,321.3,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,1.0,3.0,1.0,-2.0,54.0,9.629972577370989,False
12138,1078/034,2018,Complied,1.0,153.8,153.8,,,188.7,360.3,326.5,11.6,188.7,360.3,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,2.0,1.0,-1.0,1.0,55.0,11.627906976744185,False
12139,1078/034,2019,Complied,1.0,125.6,,125.6,,169.2,327.1,293.9,10.5,169.2,327.1,2299 Post Medical Center,2299 POST ST,94115,"2299 POST ST
SAN FRANCISCO, CA 94115
(37.784372, -122.439266)",28079,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/034,1963.0,2020-04-01T00:00:00.000,Upcoming,1.0,2.0,0.0,-1.0,56.0,10.466896969265287,False
12143,1078/072,2013,Complied,92.0,-57.2,-57.2,,,29.7,67.9,43.2,2.2,28.4,66.6,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,,,,,29.0,2.1872310262771504,False
12144,1078/072,2014,Complied,73.0,-29.7,-29.7,,,57.5,108.2,73.2,3.7,57.5,108.2,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,92.0,,-19.0,,30.0,3.706141461191838,False
12145,1078/072,2015,Complied,84.0,,,,,45.0,85.8,57.6,2.9,45.0,85.8,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,73.0,92.0,11.0,-19.0,31.0,2.9163080350362005,False
12146,1078/072,2016,Complied,84.0,-45.2,-45.2,,,42.8,83.7,57.2,2.9,42.8,83.7,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,84.0,73.0,0.0,11.0,32.0,2.896055895904005,False
12147,1078/072,2017,Complied,91.0,-55.1,-55.1,,,30.2,70.7,40.1,2.0,30.2,70.7,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,84.0,84.0,7.0,0.0,33.0,2.0302769480026326,False
12148,1078/072,2018,Complied,87.0,-49.0,-49.0,,,38.7,72.6,46.8,2.4,38.7,72.6,2186 Geary,2186 GEARY BLVD,94115,"2186 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.783407, -122.439232)",19751,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1078/072,1984.0,2020-04-01T00:00:00.000,Upcoming,91.0,84.0,-4.0,7.0,34.0,2.369500278466913,False
12174,1084/005,2014,Complied,38.0,15.4,15.4,,,66.1,184.8,78.8,5.1,66.1,184.8,Steve Krieger - 3535 Geary,3535 GEARY BLVD,94118,"3535 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781306, -122.456646)",20500,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1084/005,1936.0,2019-04-01T00:00:00.000,Did Not Comply,,,,,78.0,3.84390243902439,False
12175,1084/005,2015,Complied,36.0,17.5,17.5,,,73.2,192.2,84.6,5.5,75.0,194.1,Steve Krieger - 3535 Geary,3535 GEARY BLVD,94118,"3535 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781306, -122.456646)",20500,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1084/005,1936.0,2019-04-01T00:00:00.000,Did Not Comply,38.0,,-2.0,,79.0,4.126829268292683,False
12176,1084/005,2016,Complied,43.0,7.9,7.9,,,71.2,176.9,84.1,5.4,72.3,178.1,Steve Krieger - 3535 Geary,3535 GEARY BLVD,94118,"3535 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781306, -122.456646)",20500,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1084/005,1936.0,2019-04-01T00:00:00.000,Did Not Comply,36.0,38.0,7.0,-2.0,80.0,4.102439024390244,False
12177,1084/005,2017,Complied,56.0,-7.9,-7.9,,,59.0,153.2,63.9,4.1,59.9,154.2,Steve Krieger - 3535 Geary,3535 GEARY BLVD,94118,"3535 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781306, -122.456646)",20500,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1084/005,1936.0,2019-04-01T00:00:00.000,Did Not Comply,43.0,36.0,13.0,7.0,81.0,3.1170731707317074,False
12203,1091/032,2013,Complied,29.0,25.2,25.2,,,55.1,141.1,98.5,4.1,56.2,144.6,2835 GEARY BLVD,2835 GEARY BLVD,94118,"2835 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782146, -122.44946)",24279,Commercial,Bank Branch,http://propertymap.sfplanning.org/?&search=1091/032,1981.0,2019-04-01T00:00:00.000,Did Not Comply,,,,,32.0,4.057003995222209,False
12205,1091/032,2015,Complied,37.0,14.0,14.0,,,41.9,122.9,80.1,3.3,41.4,121.2,2835 GEARY BLVD,2835 GEARY BLVD,94118,"2835 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782146, -122.44946)",24279,Commercial,Bank Branch,http://propertymap.sfplanning.org/?&search=1091/032,1981.0,2019-04-01T00:00:00.000,Did Not Comply,29.0,,8.0,,34.0,3.299147411343136,False
12206,1091/032,2016,Complied,16.0,49.9,49.9,,,65.8,161.5,120.9,5.0,65.9,160.8,2835 GEARY BLVD,2835 GEARY BLVD,94118,"2835 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.782146, -122.44946)",24279,Commercial,Bank Branch,http://propertymap.sfplanning.org/?&search=1091/032,1981.0,2019-04-01T00:00:00.000,Did Not Comply,37.0,29.0,-21.0,8.0,35.0,4.97961201037934,False
12211,1094/001,2011,Complied,100.0,-98.3,,,,1.9,,19.9,,1.9,,2675 Geary Blvd,2675 GEARY BLVD,94115,"2675 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.782258, -122.446952)",494418,Commercial,Enclosed Mall,http://propertymap.sfplanning.org/?&search=1094/001,1961.0,2019-04-01T00:00:00.000,Complied,,,,,50.0,0.04024934367276272,False
12224,1095/005,2014,Complied,96.0,-31.8,-31.8,,,198.6,430.0,5439.7,13.6,205.6,437.3,Kaiser Permanente San Francisco Hospital Campus,2425 GEARY BLVD,94115,"2425 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.782778, -122.443222)",401090,Commercial,Hospital (General Medical & Surgical),http://propertymap.sfplanning.org/?&search=1095/005,1952.0,2014-04-01T00:00:00.000,Did Not Comply,,,,,62.0,13.562292752250118,False
12239,1099/031,2019,Complied,20.0,23.2,,23.2,,70.6,92.9,721.3,3.9,70.9,93.2,Midtown Park Apartments,1450 DIVISADERO ST,94115,"1450 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.782873, -122.439349)",183296,Mixed Residential,Multifamily Housing,http://propertymap.sfplanning.org/?&search=1099/031,1963.0,,,,,,,56.0,3.9351649790502794,False
12249,1101/001,2019,Complied,44.0,6.1,,6.1,,73.2,185.7,73.3,5.0,73.3,185.8,1363 Divisadero St,1363 DIVISADERO ST,94115,"1363 DIVISADERO ST
SAN FRANCISCO, CA 94115
(37.782272, -122.439317)",14755,Commercial,Retail Store,http://propertymap.sfplanning.org/?&search=1101/001,1926.0,2019-04-01T00:00:00.000,Complied,,,,,93.0,4.967807522873602,False
12299,1128/001,2019,Complied,82.0,-21.7,,-21.7,,53.7,80.6,254.3,3.1,53.7,80.7,1817 EDDY ST,1817 EDDY ST,94115,"1817 EDDY ST
SAN FRANCISCO, CA 94115
(37.780769, -122.437538)",82320,Multifamily,Multifamily Housing,http://propertymap.sfplanning.org/?&search=1128/001,1991.0,,,,,,,28.0,3.0891642371234207,False
12339,1145/003-B,2019,Complied,89.0,-46.8,,-46.8,,22.0,61.5,131.9,1.5,22.0,61.5,Hayes Healy Hall,2305 Golden Gate Ave,94117,"2305 Golden Gate Ave
San Francisco, CA 94117
(37.777441, -122.448794)",90589,Multifamily,Residence Hall/Dormitory,http://propertymap.sfplanning.org/?&search=1145/003-B,1921.0,,,,,,,98.0,1.4560266699047346,False
12349,1145/003-C,2019,Complied,94.0,-57.2,,-57.2,,17.8,49.7,86.1,1.2,17.8,49.7,Gillson Hall,2325 Golden Gate Ave,94117,"2325 Golden Gate Ave
San Francisco, CA 94117
(37.777412, -122.449006)",73145,Multifamily,Residence Hall/Dormitory,http://propertymap.sfplanning.org/?&search=1145/003-C,1921.0,,,,,,,98.0,1.1771139517396951,False
12429,1145/003-L,2019,Complied,89.0,-47.0,,-47.0,,21.5,60.1,96.9,1.4,21.5,60.1,Fromm Hall,650 Parker Ave,94117,"650 Parker Ave
San Francisco, CA 94117
(37.77602, -122.453054)",68070,Residential,Residence Hall/Dormitory,http://propertymap.sfplanning.org/?&search=1145/003-L,,,,,,,,,1.4235345967386515,False
12474,1191/041,2014,Complied,76.0,,,,,199.9,370.7,7179.2,12.8,199.9,370.7,St. Mary's Medical Center,450 STANYAN ST,94117,"450 Stanyan St
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)",560728,Commercial,Hospital (General Medical & Surgical),http://propertymap.sfplanning.org/?&search=1191/041,0.0,2020-04-01T00:00:00.000,Upcoming,,,,,2014.0,12.803355637671027,False
12475,1191/041,2015,Complied,74.0,-12.9,-12.9,,,203.5,375.2,7044.8,12.6,204.2,374.3,St. Mary's Medical Center,450 STANYAN ST,94117,"450 Stanyan St
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)",560728,Commercial,Hospital (General Medical & Surgical),http://propertymap.sfplanning.org/?&search=1191/041,0.0,2020-04-01T00:00:00.000,Upcoming,76.0,,-2.0,,2015.0,12.563667232597624,False
12476,1191/041,2016,Complied,83.0,-18.6,-18.6,,,207.3,349.1,6975.9,12.4,207.3,349.1,St. Mary's Medical Center,450 STANYAN ST,94117,"450 Stanyan St
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)",560728,Commercial,Hospital (General Medical & Surgical),http://propertymap.sfplanning.org/?&search=1191/041,0.0,2020-04-01T00:00:00.000,Upcoming,74.0,76.0,9.0,-2.0,2016.0,12.440791257080082,False
12477,1191/041,2017,Complied,88.0,-20.3,-20.3,,,201.3,327.6,6641.6,11.8,203.4,329.8,St. Mary's Medical Center,450 STANYAN ST,94117,"450 Stanyan St
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)",560728,Commercial,Hospital (General Medical & Surgical),http://propertymap.sfplanning.org/?&search=1191/041,0.0,2020-04-01T00:00:00.000,Upcoming,83.0,74.0,5.0,9.0,2017.0,11.84460201737741,False
12499,1206/003,2019,Complied,81.0,-21.0,,-21.0,,29.1,50.2,260.5,1.7,29.4,50.5,Mercy Terrace,333 BAKER ST,94117,"333 BAKER ST
SAN FRANCISCO, CA 94117
(37.77403, -122.440997)",156000,Mixed Residential,Multifamily Housing,http://propertymap.sfplanning.org/?&search=1206/003,1908.0,,,,,,,111.0,1.669871794871795,False
12501,1213/011A,2011,Complied,85.0,-37.8,,,,93.2,,341.3,,93.2,,2255 Hayes,2255 HAYES ST,94117,"2255 HAYES ST
SAN FRANCISCO, CA 94117
(37.773018, -122.453393)",55250,Commercial,Office,http://propertymap.sfplanning.org/?&search=1213/011A,1939.0,2020-04-01T00:00:00.000,Upcoming,,,,,72.0,6.17737556561086,False
12503,1213/011A,2013,Complied,100.0,-82.6,-82.6,,,10.6,33.4,47.9,0.9,10.6,33.4,2255 Hayes,2255 HAYES ST,94117,"2255 HAYES ST
SAN FRANCISCO, CA 94117
(37.773018, -122.453393)",55250,Commercial,Office,http://propertymap.sfplanning.org/?&search=1213/011A,1939.0,2020-04-01T00:00:00.000,Upcoming,85.0,,15.0,,74.0,0.8669683257918552,False
12504,1213/011A,2014,Complied,100.0,-84.2,-84.2,,,9.3,29.2,42.0,0.8,9.3,29.2,2255 Hayes,2255 HAYES ST,94117,"2255 HAYES ST
SAN FRANCISCO, CA 94117
(37.773018, -122.453393)",55250,Commercial,Office,http://propertymap.sfplanning.org/?&search=1213/011A,1939.0,2020-04-01T00:00:00.000,Upcoming,100.0,85.0,0.0,15.0,75.0,0.7601809954751131,False
12505,1213/011A,2015,Complied,85.0,-38.4,-38.4,,,76.0,100.9,238.9,4.3,83.9,109.2,2255 Hayes,2255 HAYES ST,94117,"2255 HAYES ST
SAN FRANCISCO, CA 94117
(37.773018, -122.453393)",55250,Commercial,Office,http://propertymap.sfplanning.org/?&search=1213/011A,1939.0,2020-04-01T00:00:00.000,Upcoming,100.0,100.0,-15.0,0.0,76.0,4.323981900452488,False
12506,1213/011A,2016,Complied,82.0,-34.4,-34.4,,,86.1,107.4,262.9,4.8,89.0,110.5,2255 Hayes,2255 HAYES ST,94117,"2255 HAYES ST
SAN FRANCISCO, CA 94117
(37.773018, -122.453393)",55250,Commercial,Office,http://propertymap.sfplanning.org/?&search=1213/011A,1939.0,2020-04-01T00:00:00.000,Upcoming,85.0,100.0,-3.0,-15.0,77.0,4.758371040723982,False
12513,1213/014,2013,Complied,57.0,-9.4,-9.4,,,121.4,174.5,371.5,7.1,116.6,169.4,2211 HAYES ST,2235 HAYES ST,94117,"2235 HAYES ST
SAN FRANCISCO, CA 94117
(37.773057, -122.453085)",67600,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1213/014,1966.0,2020-04-01T00:00:00.000,Upcoming,,,,,47.0,5.495562130177515,False
12514,1213/014,2014,Complied,68.0,-23.8,-23.8,,,93.0,142.4,290.8,5.5,104.5,154.5,2211 HAYES ST,2235 HAYES ST,94117,"2235 HAYES ST
SAN FRANCISCO, CA 94117
(37.773057, -122.453085)",67600,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1213/014,1966.0,2020-04-01T00:00:00.000,Upcoming,57.0,,11.0,,48.0,4.3017751479289945,False
12515,1213/014,2015,Complied,67.0,-22.4,-22.4,,,97.7,145.5,302.4,5.8,103.2,151.3,2211 HAYES ST,2235 HAYES ST,94117,"2235 HAYES ST
SAN FRANCISCO, CA 94117
(37.773057, -122.453085)",67600,Commercial,Medical Office,http://propertymap.sfplanning.org/?&search=1213/014,1966.0,2020-04-01T00:00:00.000,Upcoming,68.0,57.0,-1.0,11.0,49.0,4.4733727810650885,False
